Name of he course ,Link,Rating,Duration,Level
Establishing Data Infrastructure,https://www.udacity.com/course/establishing-data-infrastructure--cd0159,na,2 weeks, Beginner
Self Healing Architectures,https://www.udacity.com/course/self-healing-architectures--cd1900,na,2 weeks, Beginner
Leveraging Data in Iterative Product Design,https://www.udacity.com/course/leveraging-data-in-iterative-product-design--cd0040,na,2 weeks, Beginner
Penetration Testing and Red Teaming,https://www.udacity.com/course/penetration-testing-and-red-teaming-operations--cd1726,na,2 weeks, Intermediate
Cloud Data Warehouses with Azure,https://www.udacity.com/course/cloud-data-warehouses-with-azure--cd11530,na,20 hours, Beginner
Infrastructure and Network Security Architecture Planning and Design,https://www.udacity.com/course/infrastructure-and-network-security-architecture-planning-and-design--cd0396,na,22 hours, Beginner
Building NLP and Conversational AI Solutions with Azure,https://www.udacity.com/course/building-nlp-and-conversational-ai-solutions-with-azure--cd0462,na,3 days, Fluency
Freelancing 101 and Preparing to Market Yourself,https://www.udacity.com/course/freelancing-101-and-preparing-to-market-yourself--cd0389,na,3 days, Beginner
Streaming API Development and Documentation,https://www.udacity.com/course/data-streaming-api-development-and-documentation--cd0036,na,3 days, Beginner
Blockchain With Solidity,https://www.udacity.com/course/blockchain-with-solidity--cd13282,na,3 days, Beginner
Azure Cloud Security,https://www.udacity.com/course/security--cd0356,na,3 days, Beginner
Intro to Digital Arts Fluency,https://www.udacity.com/course/digital-arts-fluency--cd12201,na,3 days, Beginner
JavaScript & the DOM,https://www.udacity.com/course/java-script-and-the-dom--cd0428,na,3 days, Beginner
Security Architecture Planning and Design,https://www.udacity.com/course/security-architecture-planning-and-design--cd0394,na,3 days, Beginner
Introduction to R Programming,https://www.udacity.com/course/introduction-to-r-programming--cd0382,na,3 days, Beginner
Operationalizing Machine Learning on SageMaker,https://www.udacity.com/course/operationalizing-machine-learning-on-sagemaker--cd0378,na,3 days, Beginner
Management of Relational and Non-relational Databases,https://www.udacity.com/course/management-of-relational-and-non-relational-databases--cd0362,na,3 days, Beginner
Cost Optimization and Monitoring,https://www.udacity.com/course/cost-optimization-and-monitoring--cd0358,na,3 days, Beginner
Systems Security,https://www.udacity.com/course/system-security--cd0631,na,3 days, Intermediate
Concept to Low-Fidelity Prototyping,https://www.udacity.com/course/concept-to-low-fidelity-prototyping--cd0044,na,3 days, Beginner
Identity Access Management,https://www.udacity.com/course/identity-access-management--cd0039,na,3 days, Beginner
Fundamentals of Embedded Systems,https://www.udacity.com/course/fundamentals-of-embedded-systems--cd12737,na,3 days, Beginner
Establishing a foundation in observability,https://www.udacity.com/course/establishing-a-foundation-in-observability--cd1898,na,3 days, Beginner
Discovering World Models,https://www.udacity.com/course/discovering-world-models--cd13388,na,3 days, Beginner
Analyzing Security Threats,https://www.udacity.com/course/analyzing-security-threats--cd0289,na,3 days, Beginner
"Threats, Vulnerabilities, and Incident Response",https://www.udacity.com/course/threats-vulnerabilities-and-incident-response--cd0003,na,3 days, Beginner
GitHub Actions,https://www.udacity.com/course/github-actions--cd13461,na,3 days, Intermediate
"Monitoring, Logging and Responding to Incidents",https://www.udacity.com/course/monitoring-logging-and-responding-to-incidents--cd0291,na,3 months, Intermediate
Next Generation Data Management: User Models and Suprasystems,https://www.udacity.com/course/next-generation-data-management--cd13384,na,3 months, Beginner
Introduction to Next Gen Connectivity,https://www.udacity.com/course/intro-to-next-gen-connectivity--cd13309,na,3 months, Beginner
Cloud for Modern Business,https://www.udacity.com/course/cloud-for-modern-business--cd13161,na,3 months, Intermediate
Managing Freelancing Projects,https://www.udacity.com/course/managing-freelancing-projects--cd0390,na,3 months, Intermediate
Designing Infrastructure and Managing Migration,https://www.udacity.com/course/designing-infrastructure-and-managing-migration--cd0357,na,3 months, Intermediate
Adversarial Search,https://www.udacity.com/course/adversarial-search--cd0349,na,3 months, Intermediate
"Design for Availability, Reliability, and Resiliency",https://www.udacity.com/course/design-for-availability-reliability-and-resiliency--cd1908,na,3 months, Intermediate
Enterprise Perimeter and Network Security,https://www.udacity.com/course/enterprise-perimeter-and-network-security--cd0391,na,3 months, Advanced
Infrastructure Security,https://www.udacity.com/course/infrastructure-security--cd0632,na,3 months, Advanced
Security Engineering Fundamentals,https://www.udacity.com/course/security-engineering-fundamentals--cd0630,na,3 months, Intermediate
Building Computer Vision Solutions with Azure,https://www.udacity.com/course/building-computer-vision-solutions-with-azure--cd0461,na,3 months, Intermediate
Connecting to Hardware,https://www.udacity.com/course/connecting-to-hardware--nd001-embsys,na,3 months, Advanced
Planning for High Availability and Incident Response,https://www.udacity.com/course/planning-for-high-availability-and-incident-response--cd1899,na,3 months, Beginner
Designing Game User Interfaces,https://www.udacity.com/course/designing-game-user-interfaces--cd12766,na,3 months, Beginner
Video Editing,https://www.udacity.com/course/video-editing--cd12763,na,3 months, Beginner
Assessing Vulnerabilities and Reducing Risk,https://www.udacity.com/course/assessing-vulnerabilities-and-reducing-risk--cd0290,na,3 months, Intermediate
Enterprise Identity and Access Control,https://www.udacity.com/course/enterprise-identity-and-access-control--cd0395,na,3 months, Advanced
Value-Based Methods,https://www.udacity.com/course/value-based-methods--cd0373,na,3 months, Intermediate
Site Reliability Engineering (SRE) Fluency,https://www.udacity.com/course/site-reliability-engineering-fluency--cd13456,na,3 months, Beginner
Building a Machine Learning Pipeline,https://www.udacity.com/course/building-a-machine-learning-pipeline--cd12903,na,3 months, Advanced
Elements of Design,https://www.udacity.com/course/elements-of-design--cd12755,na,3 months, Beginner
"Incident Response and Business Continuity Architecture Planning, Design and Implementation",https://www.udacity.com/course/incident-response-and-business-continuity-architecture-planning-design-and-implementation--cd0397,na,3 months, Intermediate
Enterprise-Wide Application Security,https://www.udacity.com/course/enterprise-wide-application-security--cd0392,na,3 months, Beginner
Google Cloud: AI Fundamentals,https://www.udacity.com/course/google-cloud-AI-fundamentals--cd13366,na,3 months, Advanced
Connecting and Programming Embedded Systems,https://www.udacity.com/course/connecting-and-programming-embedded-systems--cd12739,na,3 months, Intermediate
Robotics and Embedded Systems,https://www.udacity.com/course/robotics-and-embedded-systems--nd003-embsys,na,3 months, Intermediate
Web Design,https://www.udacity.com/course/web-design--cd12760,na,3 months, Advanced
Embedded Systems Design and Debugging,https://www.udacity.com/course/embedded-systems-design-and-debugging--cd12742,na,3 months, Intermediate
Computer Literacy Fundamentals,https://www.udacity.com/course/computer-literacy--nd001-comp-literacy,na,3 months, Beginner
Fundamentals of Defending Systems,https://www.udacity.com/course/fundamentals-of-defending-systems--cd0288,na,3 months, Intermediate
Google Cloud Fundamentals,https://www.udacity.com/course/google-cloud-fundamentals--cd12971,na,3 months, Beginner
Composition,https://www.udacity.com/course/composition--cd12757,na,3 months, Beginner
Networking,https://www.udacity.com/course/networking--cd12196,na,3 months, Intermediate
Android Basics: User Interface,https://www.udacity.com/course/android-basics-user-interface--cd0342,na,3 months, Intermediate
Knowledge Mining With Azure Cognitive Search,https://www.udacity.com/course/knowledge-mining-with-azure-cognitive-search--cd0463,na,3 months, Intermediate
Android Basics: Multi-Screen Apps,https://www.udacity.com/course/android-basics-multi-screen-apps--cd0341,na,3 months, Intermediate
Elements of Design and Composition,https://www.udacity.com/course/elements-of-design-and-composition--cd12756,na,3 weeks, Intermediate
Combination Gates and Multiplexers,https://www.udacity.com/course/combination-gate-and-multiplexers--cd12738,na,3 weeks, Intermediate
Android Basics: User Input,https://www.udacity.com/course/android-basics-user-input--cd0343,na,3 weeks, Beginner
Establishing a Culture of Reliability,https://www.udacity.com/course/establishing-a-culture-of-reliability--cd1901,na,3 weeks, Advanced
Android Basics: Networking,https://www.udacity.com/course/android-basics-networking--cd0340,na,3 weeks, Intermediate
Enhancing Motor Control Skills,https://www.udacity.com/course/enhancing-motor-control-skills--cd12745,na,3 weeks, Intermediate
Enterprise Endpoint Security,https://www.udacity.com/course/enterprise-endpoint-security--cd0393,na,3 weeks, Intermediate
2D Game Design and Development with Unity,https://www.udacity.com/course/2D-game-design-and-development--nd003-digitalarts,na,3 weeks, Beginner
Introduction to Robotics,https://www.udacity.com/course/introduction-to-robotics--nd002-embsys,na,3 weeks, Intermediate
Discover Software,https://www.udacity.com/course/discover-software--cd12239,na,3 weeks, Intermediate
Implementing Privacy in Software Applications,https://www.udacity.com/course/implementing-privacy-in-software-applications--cd0455,na,3 weeks, Beginner
Photo Editing and Web Design,https://www.udacity.com/course/digital-arts--nd001-digitalarts,na,3 weeks, Intermediate
Mastering Character Animation,https://www.udacity.com/course/mastering-character-animation--cd12762,na,3 weeks, Beginner
Digital Animation Fundamentals,https://www.udacity.com/course/digital-animation-fundamentals--cd12761,na,3 weeks, Beginner
2D Animation and Video Editing,https://www.udacity.com/course/2D-animation-and-video-editing--nd002-digitalarts,na,3 weeks, Intermediate
Discover Hardware,https://www.udacity.com/course/discover-hardware--cd12240,na,3 weeks, Intermediate
Organizational Privacy Engineering,https://www.udacity.com/course/organizational-privacy-engineering--cd0454,na,3 weeks, Beginner
Game Development Essentials,https://www.udacity.com/course/game-development-essentials--cd12764,na,3 weeks, Intermediate
DC Motors & Encoders,https://www.udacity.com/course/DC-motors-encoders--cd12744,na,3 weeks, Intermediate
Discover Multimedia,https://www.udacity.com/course/discover-multimedia--cd12242,na,3 weeks, Intermediate
Creating Game Environments,https://www.udacity.com/course/creating-game-environments--cd12765,na,3 weeks, Intermediate
Raster Design and Branding,https://www.udacity.com/course/raster-design-and-branding--cd12759,na,3 weeks, Intermediate
Raster Design,https://www.udacity.com/course/raster-design--cd12758,na,3 weeks, Intermediate
Embedded Systems Essentials: Digital Output Devices and Analog Signals,https://www.udacity.com/course/digital-output-devices-and-analog-signals--cd12740,na,3 weeks, Advanced
Discover Programming,https://www.udacity.com/course/discover-programming--cd12241,na,3 weeks, Beginner
"Voltage, ADCs and Signal Processing",https://www.udacity.com/course/voltage-ADCs-and-signal-processing--cd12741,na,3 weeks, Advanced
Discover Data and Presentation Software,https://www.udacity.com/course/discover-data-presentation-software--cd12244,na,3 weeks, Beginner
Discover Networks,https://www.udacity.com/course/discover-networks--cd12243,na,3 weeks, Advanced
Efficient I2C Communication and Sensor Integration,https://www.udacity.com/course/efficient-I2C-communication-and-sensor-integration--cd12748,na,3 weeks, Beginner
Mastering Stepper Motors in Embedded Systems,https://www.udacity.com/course/mastering-stepper-motors-in-embedded-systems--cd12746,na,3 weeks, Beginner
Essential Control Techniques,https://www.udacity.com/course/essential-control-techniques--cd12743,na,3 weeks, Intermediate
Programming Transformer Neural Networks with PyTorch,https://www.udacity.com/course/programming-transformer-neural-networks-with-PyTorch--cd13905,na,3 weeks, Beginner
Embedded Systems: Sensor Integration and Communication,https://www.udacity.com/course/sensor-integration-and-communication--cd12747,na,3 weeks, Intermediate
How to Build a Startup,https://www.udacity.com/course/how-to-build-a-startup--ep245,na,3 weeks, Advanced
Introduction to Python Programming,https://www.udacity.com/course/introduction-to-python--ud1110,na,3 weeks, Beginner
Intro to Machine Learning,https://www.udacity.com/course/intro-to-machine-learning--ud120,na,3 weeks, Beginner
Intro to Statistics,https://www.udacity.com/course/intro-to-statistics--st101,na,3 weeks, Beginner
Intro to Artificial Intelligence,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,na,3 weeks, Intermediate
Product Design,https://www.udacity.com/course/product-design--ud509,na,3 weeks, Intermediate
Intro to Java: Functional Programming,https://www.udacity.com/course/java-programming-basics--ud282,na,3 weeks, Beginner
SQL for Data Analysis,https://www.udacity.com/course/sql-for-data-analysis--ud198,na,3 weeks, Beginner
Intro to Data Analysis,https://www.udacity.com/course/intro-to-data-analysis--ud170,na,3 weeks, Advanced
Intro to JavaScript,https://www.udacity.com/course/intro-to-javascript--ud803,na,3 weeks, Intermediate
Intro to TensorFlow for Deep Learning,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,na,3 weeks, Intermediate
Intro to Algorithms,https://www.udacity.com/course/intro-to-algorithms--cs215,na,3 weeks, Intermediate
Developing Android Apps with Kotlin,https://www.udacity.com/course/developing-android-apps-with-kotlin--ud9012,na,3 weeks, Beginner
Introduction to HTML and CSS,https://www.udacity.com/course/intro-to-html-and-css--ud001,na,3 weeks, Beginner
Artificial Intelligence for Robotics,https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373,na,3 weeks, Intermediate
Intro to Hadoop and MapReduce,https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617,na,3 weeks, Intermediate
Version Control with Git,https://www.udacity.com/course/version-control-with-git--ud123,na,3 weeks, Advanced
Kotlin Bootcamp for Programmers,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011,na,3 weeks, Intermediate
Build Native Mobile Apps with Flutter,https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905,na,3 weeks, Advanced
Responsive Web Design Fundamentals,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,na,3 weeks, Intermediate
Design of Computer Programs,https://www.udacity.com/course/design-of-computer-programs--cs212,na,3 weeks, Advanced
Machine Learning,https://www.udacity.com/course/machine-learning--ud262,na,3 weeks, Intermediate
Machine Learning for Trading,https://www.udacity.com/course/machine-learning-for-trading--ud501,na,3 weeks, Intermediate
UX Design for Mobile Developers,https://www.udacity.com/course/ux-design-for-mobile-developers--ud849,na,3 weeks, Beginner
Computer Networking,https://www.udacity.com/course/computer-networking--ud436,na,3 weeks, Beginner
Intro to Inferential Statistics,https://www.udacity.com/course/intro-to-inferential-statistics--ud201,na,3 weeks, Intermediate
Data Analysis with R,https://www.udacity.com/course/data-analysis-with-r--ud651,na,3 weeks, Beginner
Introduction to Computer Vision,https://www.udacity.com/course/introduction-to-computer-vision--ud810,na,3 weeks, Intermediate
A/B Testing,https://www.udacity.com/course/ab-testing--ud257,na,3 weeks, Beginner
Introduction to Operating Systems,https://www.udacity.com/course/introduction-to-operating-systems--ud923,na,3 weeks, Advanced
C++ For Programmers,https://www.udacity.com/course/c-for-programmers--ud210,na,3 weeks, Intermediate
Intro to Relational Databases,https://www.udacity.com/course/intro-to-relational-databases--ud197,na,3 weeks, Beginner
Intro to iOS App Development with Swift,https://www.udacity.com/course/intro-to-ios-app-development-with-swift--ud585,na,3 weeks, Intermediate
Interactive 3D Graphics,https://www.udacity.com/course/interactive-3d-graphics--cs291,na,3 weeks, Beginner
Scalable Microservices with Kubernetes,https://www.udacity.com/course/scalable-microservices-with-kubernetes--ud615,na,3 weeks, Advanced
Applied Cryptography,https://www.udacity.com/course/applied-cryptography--cs387,na,3 weeks, Beginner
Data Wrangling with MongoDB,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032,na,3 weeks, Beginner
Intro to Physics,https://www.udacity.com/course/intro-to-physics--ph100,na,3 weeks, Intermediate
Statistics,https://www.udacity.com/course/statistics--st095,na,3 weeks, Beginner
Intro to Psychology,https://www.udacity.com/course/intro-to-psychology--ps001,na,3 weeks, Beginner
Intro to Deep Learning with PyTorch,https://www.udacity.com/course/deep-learning-pytorch--ud188,na,3 weeks, Beginner
Software Development Process,https://www.udacity.com/course/software-development-process--ud805,na,3 weeks, Beginner
Full Stack Foundations,https://www.udacity.com/course/full-stack-foundations--ud088,na,3 weeks, Beginner
Designing RESTful APIs,https://www.udacity.com/course/designing-restful-apis--ud388,na,3 weeks, Beginner
Reinforcement Learning,https://www.udacity.com/course/reinforcement-learning--ud600,na,3 weeks, Beginner
Linear Algebra Refresher Course,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,na,3 weeks, Beginner
Software Architecture & Design,https://www.udacity.com/course/software-architecture-design--ud821,na,3 weeks, Beginner
Data Visualization and D3.js,https://www.udacity.com/course/data-visualization-and-d3js--ud507,na,3 weeks, Beginner
Object Oriented Programming in Java,https://www.udacity.com/course/object-oriented-programming-in-java--ud283,na,3 weeks, Beginner
Firebase in a Weekend (Android),https://www.udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352,na,3 weeks, Beginner
JavaScript Design Patterns,https://www.udacity.com/course/javascript-design-patterns--ud989,na,3 weeks, Beginner
Intro to Backend,https://www.udacity.com/course/intro-to-backend--ud171,na,3 weeks, Intermediate
JavaScript Promises,https://www.udacity.com/course/javascript-promises--ud898,na,4 days, Fluency
Software Debugging,https://www.udacity.com/course/software-debugging--cs259,na,4 days, Fluency
Web Accessibility,https://www.udacity.com/course/web-accessibility--ud891,na,4 days, Intermediate
HTML5 Canvas,https://www.udacity.com/course/html5-canvas--ud292,na,4 days, Advanced
Differential Equations in Action,https://www.udacity.com/course/differential-equations-in-action--cs222,na,4 days, Fluency
Responsive Images,https://www.udacity.com/course/responsive-images--ud882,na,4 days, Intermediate
Swift for Beginners,https://www.udacity.com/course/swift-for-beginners--ud1022,na,4 days, Beginner
Intro to jQuery,https://www.udacity.com/course/intro-to-jquery--ud245,na,4 days, Intermediate
Networking for Web Developers,https://www.udacity.com/course/networking-for-web-developers--ud256,na,4 days, Beginner
Intro to AJAX,https://www.udacity.com/course/intro-to-ajax--ud110,na,4 days, Beginner
Shell Workshop,https://www.udacity.com/course/shell-workshop--ud206,na,4 days, Beginner
Intro to Theoretical Computer Science,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313,na,4 days, Beginner
Intro to Information Security,https://www.udacity.com/course/intro-to-information-security--ud459,na,4 days, Beginner
Intro to Progressive Web Apps,https://www.udacity.com/course/intro-to-progressive-web-apps--ud811,na,4 days, Beginner
Intro to Point & Click App Development,https://www.udacity.com/course/intro-to-point-click-app-development--ud162,na,4 days, Beginner
Browser Rendering Optimization,https://www.udacity.com/course/browser-rendering-optimization--ud860,na,4 days, Beginner
Introduction to Virtual Reality,https://www.udacity.com/course/introduction-to-virtual-reality--ud1012,na,4 months, Beginner
Database Systems Concepts & Design,https://www.udacity.com/course/database-systems-concepts-design--ud150,na,4 months, Intermediate
Advanced Operating Systems,https://www.udacity.com/course/advanced-operating-systems--ud189,na,4 months, Beginner
Machine Learning: Unsupervised Learning,https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741,na,4 months, Advanced
Configuring Linux Web Servers,https://www.udacity.com/course/configuring-linux-web-servers--ud299,na,4 months, Intermediate
Problem Solving with Advanced Analytics,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976,na,4 months, Intermediate
ES6,https://www.udacity.com/course/es6-javascript-improved--ud356,na,4 months, Beginner
Kotlin for Android Developers,https://www.udacity.com/course/kotlin-for-android-developers--ud888,na,4 months, Advanced
Data and Visual Analytics,https://www.udacity.com/course/data-analysis-and-visualization--ud404,na,4 months, Intermediate
Offline Web Applications,https://www.udacity.com/course/offline-web-applications--ud899,na,4 months, Advanced
Authentication & Authorization: OAuth,https://www.udacity.com/course/authentication-authorization-oauth--ud330,na,4 months, Intermediate
High Performance Computer Architecture,https://www.udacity.com/course/high-performance-computer-architecture--ud007,na,4 months, Intermediate
Get Your Startup Started,https://www.udacity.com/course/get-your-startup-started--ud806,na,4 months, Intermediate
Artificial Intelligence,https://www.udacity.com/course/artificial-intelligence--ud954,na,4 weeks, Beginner
Object-Oriented JavaScript,https://www.udacity.com/course/object-oriented-javascript--ud711,na,4 weeks, Beginner
Client-Server Communication,https://www.udacity.com/course/client-server-communication--ud897,na,4 weeks, Beginner
Advanced Android with Kotlin,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,na,4 weeks, Beginner
App Marketing,https://www.udacity.com/course/app-marketing--ud719,na,4 weeks, Beginner
Rapid Prototyping,https://www.udacity.com/course/rapid-prototyping--ud723,na,4 weeks, Intermediate
Writing READMEs,https://www.udacity.com/course/writing-readmes--ud777,na,4 weeks, Intermediate
GT - Network Security,https://www.udacity.com/course/network-security--ud199,na,4 weeks, Intermediate
GT - Embedded Systems,https://www.udacity.com/course/embedded-systems--ud169,na,4 weeks, Beginner
"Computability, Complexity & Algorithms",https://www.udacity.com/course/computability-complexity-algorithms--ud061,na,4 weeks, Intermediate
Learn Swift Programming Syntax,https://www.udacity.com/course/learn-swift-programming-syntax--ud902,na,4 weeks, Beginner
Time Series Forecasting,https://www.udacity.com/course/time-series-forecasting--ud980,na,4 weeks, Advanced
Real-Time Analytics with Apache Storm,https://www.udacity.com/course/real-time-analytics-with-apache-storm--ud381,na,4 weeks, Intermediate
Knowledge-Based AI: Cognitive Systems,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,na,4 weeks, Advanced
Web Tooling & Automation,https://www.udacity.com/course/web-tooling-automation--ud892,na,4 weeks, Intermediate
HTTP & Web Servers,https://www.udacity.com/course/http-web-servers--ud303,na,4 weeks, Intermediate
App Monetization,https://www.udacity.com/course/app-monetization--ud518,na,4 weeks, Intermediate
High Performance Computing,https://www.udacity.com/course/high-performance-computing--ud281,na,4 weeks, Intermediate
Spark,https://www.udacity.com/course/learn-spark-at-udacity--ud2002,na,4 weeks, Beginner
How to Make an iOS App,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,na,4 weeks, Beginner
Introduction to TensorFlow Lite,https://www.udacity.com/course/intro-to-tensorflow-lite--ud190,na,4 weeks, Intermediate
Data Science Interview Preparation,https://www.udacity.com/course/data-science-interview-prep--ud944,na,4 weeks, Advanced
Self-Driving Car Fundamentals: Featuring Apollo,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419,na,4 weeks, Advanced
Building High Conversion Web Forms,https://www.udacity.com/course/building-high-conversion-web-forms--ud890,na,4 weeks, Beginner
Model Building and Validation,https://www.udacity.com/course/model-building-and-validation--ud919,na,4 weeks, Beginner
2D Game Development with libGDX,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,na,4 weeks, Advanced
UIKit Fundamentals,https://www.udacity.com/course/uikit-fundamentals--ud788,na,4 weeks, Intermediate
Microsoft Power Platform,https://www.udacity.com/course/microsoft-power-platform--ud091,na,4 weeks, Intermediate
CSE 8803 Special Topics: Big Data,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758,na,4 weeks, Beginner
Human-Computer Interaction,https://www.udacity.com/course/human-computer-interaction--ud400,na,4 weeks, Beginner
Localization Essentials,https://www.udacity.com/course/localization-essentials--ud610,na,4 weeks, Advanced
A/B Testing for Business Analysts,https://www.udacity.com/course/ab-testing-business-analysts--ud979,na,4 weeks, Intermediate
JavaScript and the DOM,https://www.udacity.com/course/javascript-and-the-dom--ud117,na,4 weeks, Intermediate
Introduction to Graduate Algorithms,https://www.udacity.com/course/introduction-to-graduate-algorithms--ud401,na,4 weeks, Advanced
Creating an Analytical Dataset,https://www.udacity.com/course/creating-an-analytical-dataset--ud977,na,4 weeks, Intermediate
What is Programming?,https://www.udacity.com/course/what-is-programming--ud994,na,4 weeks, Advanced
Compilers: Theory and Practice,https://www.udacity.com/course/compilers-theory-and-practice--ud168,na,4 weeks, Intermediate
CS 6340: Software Analysis & Testing,https://www.udacity.com/course/software-analysis-testing--ud333,na,4 weeks, Beginner
Swift for Developers,https://www.udacity.com/course/swift-for-developers--ud1025,na,4 weeks, Beginner
Asynchronous JavaScript Requests,https://www.udacity.com/course/asynchronous-javascript-requests--ud109,na,4 weeks, Intermediate
Machine Learning Interview Preparation,https://www.udacity.com/course/machine-learning-interview-prep--ud1001,na,4 weeks, Intermediate
Passwordless Login Solutions for Android,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357,na,4 weeks, Intermediate
Firebase Analytics: Android,https://www.udacity.com/course/firebase-analytics-android--ud354,na,4 weeks, Beginner
AI Fundamentals,https://www.udacity.com/course/ai-fundamentals--ud099,na,4 weeks, Beginner
GT - Refresher - Advanced OS,https://www.udacity.com/course/gt-refresher-advanced-os--ud098,na,4 weeks, Intermediate
AWS Machine Learning Foundations,https://www.udacity.com/course/aws-machine-learning-foundations--ud065,na,4 weeks, Intermediate
Classification Models,https://www.udacity.com/course/classification-models--ud978,na,4 weeks, Intermediate
Secure and Private AI,https://www.udacity.com/course/secure-and-private-ai--ud185,na,4 weeks, Intermediate
Cyber-Physical Systems Security,https://www.udacity.com/course/cyber-physical-systems-security--ud279,na,4 weeks, Intermediate
iOS Persistence and Core Data,https://www.udacity.com/course/ios-persistence-and-core-data--ud325,na,4 weeks, Intermediate
Segmentation and Clustering,https://www.udacity.com/course/segmentation-and-clustering--ud981,na,4 weeks, Intermediate
Product Manager Interview Preparation Course,https://www.udacity.com/course/product-manager-interview-preparation--ud034,na,4 weeks, Intermediate
Deploying a Hadoop Cluster,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000,na,4 weeks, Intermediate
Android Interview Preparation,https://www.udacity.com/course/android-interview-prep--ud241,na,4 weeks, Intermediate
Full-Stack Interview Preparation,https://www.udacity.com/course/full-stack-interview-prep--ud252,na,5 days, Intermediate
Introduction to Machine Learning with Azure,https://www.udacity.com/course/introduction-to-machine-learning-using-microsoft-azure--ud00333,na,5 days, Beginner
Front-End Interview Preparation,https://www.udacity.com/course/front-end-interview-prep--ud250,na,5 months, Advanced
Deploying Web Applications with Heroku,https://www.udacity.com/course/deploying-applications-with-heroku--ud272,na,5 months, Intermediate
Mobile Design and Usability for Android,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358,na,5 months, Advanced
Eigenvectors and Eigenvalues,https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104,na,6 days, Fluency
Data Structures & Algorithms in Swift,https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011,na,6 days, Fluency
Firebase in a Weekend (iOS),https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351,na,6 days, Fluency
Introduction to Generative AI with Google Cloud,https://www.udacity.com/course/introduction-generative-ai-google-cloud--cd12957,na,6 days, Beginner
Objective-C for Swift Developers,https://www.udacity.com/course/objective-c-for-swift-developers--ud1009,na,6 days, Beginner
Xcode Debugging,https://www.udacity.com/course/xcode-debugging--ud774,na,6 days, Beginner
AutoLayout,https://www.udacity.com/course/auto-layout--ud1026,na,6 days, Beginner
AWS DeepRacer Course,https://www.udacity.com/course/aws-deepracer--ud014,na,6 days, Beginner
Core ML: Machine Learning for iOS,https://www.udacity.com/course/core-ml--ud1038,na,6 days, Beginner
Server-Side Swift,https://www.udacity.com/course/server-side-swift--ud1031,na,6 days, Beginner
Managing a Remote Workforce,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942,na,6 days, Beginner
Passwordless Login Solutions for iOS,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028,na,6 months, Beginner
Dynamic Web Applications with Sinatra,https://www.udacity.com/course/dynamic-web-applications-with-sinatra--ud268,na,6 months, Intermediate
Mobile Design and Usability for iOS,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034,na,7 months, Advanced
Engagement & Monetization | Mobile Games,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,na,7 months, Intermediate
The MVC Pattern in Ruby,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270,na,8 months,Advanced
Grand Central Dispatch (GCD),https://www.udacity.com/course/grand-central-dispatch-gcd--ud576,na,8 months,Advanced
Cyber-Physical Systems Design & Analysis,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,na,8 months,Advanced
Cloud Native Foundations Course,https://www.udacity.com/course/cloud-native-fundamentals--ud064,na,8 months,Advanced
Getting Started with Google Workspace,https://www.udacity.com/course/getting-started-with-google-workspace--ud300,na,8 months,Advanced
Mobile Design Patterns,https://www.udacity.com/course/ios-design-patterns--ud1029,na,8 months,Advanced
Continuous Integration and Deployment,https://www.udacity.com/course/continuous-integration-and-deployment--ud1030,na,8 months,Advanced
Firebase Analytics: iOS,https://www.udacity.com/course/firebase-analytics-ios--ud353,na,8 months,Advanced
WeChat Mini Program Development,https://www.udacity.com/course/wechat-mini-programs--ud667,na,8 months,Advanced
Transformer Models and BERT Model with Google Cloud,https://www.udacity.com/course/transformer-models-bert-model-google-cloud--cd12969,na,9 months, Advanced
